USER_ID,CREATED_AT,COUNTRY,DEVICE_TYPE,SOURCE,BRANCH,AGE,GENDER
01KEHMDW0DC0WYSP58ZHAHTKK6,2026-01-09 15:08:08.478 Z,AG,desktop,facebook,david,45-54,male
01KEHMMD9KMRGRVNSST0677D1T,2026-01-09 15:10:46.618 Z,LB,desktop,google,abraham,35-44,female
01KEHMBP09R229BWV1GJDVHGHF,2026-01-09 15:05:00.349 Z,TR,desktop,axon,paul,35-44,female
01KEHM86XMHTWXM6WQM8K0X591,2026-01-09 15:04:58.776 Z,YT,ios,customer.io,david,35-44,female
01KEHHS99W56C8AZ5DGJZCJ5FK,2026-01-09 15:05:55.236 Z,KI,mobile,google,esther,18-34,female
01KEHMYQ5A38VTW0MMEHA89T31,2026-01-09 15:10:47.924 Z,GU,desktop,meta,deborah,45-54,male
01KEHM2XZG5VE5CJPQCT24RCFK,2026-01-09 15:08:27.958 Z,WS,desktop,meta,paul,55+,female
01KEHMP5VBEDJK0FXCCM6RRQPH,2026-01-09 15:13:14.326 Z,SM,ios,google,david,45-54,female
01KEHM22TZZZ7NR3TTM2G22SPX,2026-01-09 15:03:07.628 Z,NR,android,google_demgen,mary,45-54,female
01KEHMC8HN5GGKGZQMJQT0WJER,2026-01-09 15:13:18.475 Z,SB,ios,organic,paul,35-44,female
01KEHKXJQ8G355A5JG0BARSE60,2026-01-09 15:01:39.359 Z,CA,ios,ActiveCampaign,abraham,18-34,female
01KEHMKA6FZ62CSXD3VR0JMATB,2026-01-09 15:08:21.441 Z,TW,desktop,email,esther,55+,male
01KEHM48VBSXXDPMK3J1E66HTM,2026-01-09 15:05:04.604 Z,LS,ios,organic,esther,18-34,female
01KEHMFKA7ZMRX0RND09RHKF7G,2026-01-09 15:07:40.318 Z,KG,android,meta,esther,45-54,female
01KEHNF04MQWNND5QSTDZ9NZ1N,2026-01-09 15:25:16.453 Z,BR,android,organic,david,18-34,female
01KEHNB1Y19805MAMTKB012EXE,2026-01-09 15:26:00.866 Z,SC,mobile,organic,deborah,18-34,female
01KEHMWKG5SBR1B4HHNDJ6HWSB,2026-01-09 15:15:53.519 Z,SN,ios,meta,paul,55+,female
01KEHNB5HVZYGVYRN2CJ1BZGHM,2026-01-09 15:24:38.763 Z,LY,tablet,google_search,david,35-44,male
01KEHN4Y84H25JB0R97SKYD48M,2026-01-09 15:22:36.875 Z,AS,desktop,axon,david,55+,female
01KEHMXFZK7MFJZCS7HQZTV1CT,2026-01-09 15:20:20.660 Z,MM,ios,axon,moses,35-44,female
01KEHN4CRBTZ21BGDJ2SAW7NQC,2026-01-09 15:20:19.015 Z,EG,ios,organic,esther,35-44,male
01KEHNF4R9JGWPTJN23ZK9X065,2026-01-09 15:25:14.215 Z,MX,ios,organic,paul,18-34,male
01KEHNN033GDAWAV33EGKT9M4C,2026-01-09 15:22:56.125 Z,MC,android,meta,ruth,18-34,female
01KEHNP7VKXHR08JSWZCXPRMBB,2026-01-09 15:30:09.845 Z,SE,desktop,meta,mary,45-54,female
01KEHNHY1CJZMQPGHFRYQ3Y3AN,2026-01-09 15:26:20.375 Z,XK,desktop,meta,abraham,35-44,female
01KEHNM1G5AXS455RZKXQ0H4F2,2026-01-09 15:25:49.093 Z,SR,ios,meta,moses,35-44,female
01KEHPAQ2BP20V3HZKMN3N1HPM,2026-01-09 15:40:40.572 Z,IO,android,facebook,david,55+,female
01KEHNR2CC5P3JNA4T27QAF20Y,2026-01-09 15:33:37.684 Z,MH,android,meta,deborah,18-34,female
01KEHKNAC2T2PSWKBWY5SAEMAS,2026-01-09 15:40:40.476 Z,RS,android,meta,abraham,35-44,male
01KEHNR8NT215PXV4G95W0XBRP,2026-01-09 15:32:32.929 Z,TD,ios,organic,esther,45-54,female
01KEHPE7F8YEAJ3FBRQ32EZH3W,2026-01-09 15:42:22.772 Z,UY,ios,organic,deborah,35-44,female
01K8ZFWY80CQ0J27SN88096HPE,2026-01-09 15:33:52.431 Z,BA,desktop,google_display,ruth,35-44,male
01KEHNVR37W00HP99A94YQJEBV,2026-01-09 15:32:31.021 Z,RW,desktop,axon,david,45-54,male
01KEHPN5C928EV7T51C63ZS5ZB,2026-01-09 15:44:37.961 Z,SD,desktop,google_display,esther,18-34,male
01KEHP4G2T3JCX1HFGZYNK8WST,2026-01-09 15:36:13.222 Z,MK,ios,google,abraham,35-44,male
01KEHPA6X7DEM9J9E71NHDPJWW,2026-01-09 15:40:17.395 Z,TR,ios,meta,moses,35-44,female
01KEHPJRT980Q83QE4B0XGGFJB,2026-01-09 15:42:30.371 Z,NF,ios,google,david,35-44,male
01KEHNA1XJM8WMKCYWPREF76X0,2026-01-09 15:38:33.313 Z,DO,tablet,meta,esther,18-34,male
01KEHQAJPF8XKC7G3YCD8GSG07,2026-01-09 15:56:37.329 Z,LB,desktop,meta,paul,18-34,male
01KEHPH8MQQNNRJ0DC3DBVCDWY,2026-01-09 15:49:20.093 Z,VE,ios,axon,paul,35-44,male
01K7C22Q4E1S7BDR4H6466NMDT,2026-01-09 15:57:15.870 Z,AU,desktop,meta,mary,45-54,female
01KEHPMFTRTBPJ9MY6405R9GV5,2026-01-09 15:48:34.262 Z,DK,smart tv,google_search,esther,35-44,female
01KEHPMRKEDX09JVAP1Z3MTMVV,2026-01-09 15:52:04.237 Z,MT,mobile,meta,abraham,45-54,male
01KEHQARAG8D4TGC6E0FK683Z2,2026-01-09 15:59:51.455 Z,TV,ios,tiktok,paul,18-34,female
01KEHPJK396HDQV3ZHB62BWQJ6,2026-01-09 15:45:52.638 Z,NC,ios,google_demgen,abraham,35-44,female
01KEHPKJBK1W4RS8HZ1GS7WPH8,2026-01-09 15:48:23.654 Z,SM,desktop,organic,paul,55+,female
01KEHQNA20WAD7QSRVKXKHCEC2,2026-01-09 16:01:15.430 Z,GL,desktop,meta,esther,35-44,male
01KEHPKGA8WAVZNM0V1WBC7YN7,2026-01-09 15:47:50.509 Z,BO,android,google_search,deborah,35-44,female
01KEHQPAD2N5674F0KXR778M26,2026-01-09 16:04:05.784 Z,T1,ios,meta,esther,35-44,female
01KEHPYABKAFQ8HRPZNVRWMM0M,2026-01-09 15:52:26.685 Z,SM,ios,axon,deborah,45-54,male
01KEHQEMPGFQ436P0F67G22E4K,2026-01-09 16:04:54.468 Z,NI,desktop,organic,abraham,45-54,male
01KEHPMGN5JV4FJ5NRW0FVN0Y0,2026-01-09 15:45:27.207 Z,CU,mobile,email,ruth,18-34,female
01KEHPNM7QJNYG9KWY3HDG5RG2,2026-01-09 15:50:29.280 Z,MX,ios,google_search,paul,45-54,female
01KEHQ2ZGVDEVEBG3EMCKVTC71,2026-01-09 15:54:46.162 Z,PH,ios,facebook,abraham,35-44,female
01KEHPSWC9Y8EN0D7FQBJ9TVGH,2026-01-09 15:55:28.214 Z,SK,android,meta,esther,45-54,female
01KEHQDJJVVEGE130FK4EEHSFV,2026-01-09 15:58:03.343 Z,PA,ios,google_search,david,45-54,female
01KEHPSJ5FZ0KMYNH71WTCHC5R,2026-01-09 15:48:54.033 Z,VA,tablet,organic,mary,18-34,male
01KEHQ5K7W66AA0PJ4G0FDHW54,2026-01-09 15:59:50.187 Z,SG,ios,meta,david,45-54,male
01KEHQZS66GHHP62H7NR9T2RRW,2026-01-09 16:03:46.624 Z,MA,ios,facebook,esther,45-54,female
01KEFX0QRF6J2KEQXWMG9ZXPB9,2026-01-09 16:07:06.201 Z,MF,desktop,meta,mary,55+,female
01KEHR3QMW14ZC30GJCTEXA25M,2026-01-09 16:12:06.281 Z,SL,desktop,meta,ruth,35-44,male
01KEHQT6FFN6KWBCPGXY8B7ZX4,2026-01-09 16:10:24.674 Z,VN,ios,meta,abraham,35-44,female
01KEHQW6PYYG12DW1JCVJ7QZ45,2026-01-09 16:12:49.365 Z,GH,ios,meta,paul,35-44,female
01KEHQB8PVANME88FM1839D45H,2026-01-09 16:14:08.234 Z,MD,android,meta,abraham,18-34,female
01KEHRHCFF4REMZ5CZ960H93YK,2026-01-09 16:16:15.137 Z,TL,desktop,google_search,moses,35-44,female
01KEHS0CH5CST381GMT6980S8C,2026-01-09 16:28:40.353 Z,AZ,android,tiktok,esther,55+,female
01KEHR9099TZHV5H02C71H2GDQ,2026-01-09 16:16:11.085 Z,GE,mobile,meta,abraham,35-44,female
01KEHRREV17DM5SZ84ZZF190C0,2026-01-09 16:24:56.125 Z,BE,android,tiktok,moses,55+,female
01KEHRSRQSFE3Z1KFTAQQENT0Z,2026-01-09 16:24:08.475 Z,HT,android,meta,esther,35-44,male
01KEHRR6AQYW9PR7ZN27BM809Y,2026-01-09 16:17:06.507 Z,IL,android,google,esther,18-34,male
01KEHRWSQMDZJ0F5HT8TQSQPS6,2026-01-09 16:24:33.100 Z,SL,android,organic,deborah,45-54,female
01KEHRNR84GVW8HDQTPVWKTVP1,2026-01-09 16:25:36.081 Z,PS,ios,meta,abraham,18-34,female
01KEHRGXC8YP6A5EWGM6X51P3P,2026-01-09 16:21:15.714 Z,AD,android,meta,moses,18-34,male
01KEHS6P3HR957N6NB6S6HZC8J,2026-01-09 16:29:58.768 Z,SK,desktop,meta,david,45-54,female
01KEHRCNE5JQMDVPCDT04456NY,2026-01-09 16:19:04.318 Z,TW,desktop,google_search,moses,35-44,female
01KEHRN34C4NTJSE7JD0WJKBRE,2026-01-09 16:25:25.052 Z,ME,desktop,email,abraham,55+,female
01KEHRMCKX9CER8E60RZDAAS3X,2026-01-09 16:20:45.666 Z,GP,ios,organic,ruth,45-54,male
01KEHRHBFE5G26PNRA11VKD5QM,2026-01-09 16:19:59.849 Z,SG,ios,google,ruth,45-54,male
01KEHRKTVSM5FWBKJJ7FMYR63V,2026-01-09 16:19:39.460 Z,AF,ios,meta,david,35-44,male
01KEHRPMTZXX4PYZP8HJRW52V4,2026-01-09 16:22:11.714 Z,XK,android,meta,paul,18-34,female
01KEGNHS0A3THN7E4NW5TB7XG1,2026-01-09 16:19:27.174 Z,SZ,mobile,meta,abraham,18-34,male
01KEHS63ZB2K0KHDCTYK8A42ME,2026-01-09 16:28:44.473 Z,JM,mobile,axon,paul,35-44,male
01KEHPVQT2YDKQZ0AKKQFWCX7Q,2026-01-09 16:16:33.261 Z,FI,tablet,meta,mary,35-44,male
01KEHS3PPS9N7ENHPXJQXT79TP,2026-01-09 16:26:26.836 Z,PN,android,tiktok,moses,45-54,male
01KEHSC4JGV57SCGW0TG31CQFR,2026-01-09 16:35:22.855 Z,AD,android,meta,david,55+,female
01KEHSM02B8GC4BP8WJ8T1F69X,2026-01-09 16:40:54.990 Z,NP,android,meta,deborah,55+,female
01KEHSJKMBMYFKHP69V6G45E6K,2026-01-09 16:39:04.187 Z,PF,ios,organic,mary,35-44,female
01KEHSS0NAJCJRXSHKQ6CHNMVE,2026-01-09 16:38:54.999 Z,CK,ios,facebook,david,45-54,female
01KEDDB9AD5T1X20GT8TNYHME2,2026-01-09 16:43:49.674 Z,NC,ios,axon,esther,55+,male
01KEHS63T8XPFZ4A80KVW2R9XD,2026-01-09 16:30:30.630 Z,GA,ios,facebook,ruth,35-44,male
01KEHT1ZQWB2D3VQ43FY1XS77E,2026-01-09 16:44:25.450 Z,NL,ios,meta,abraham,55+,male
01KEHT1835H0BQDJ1JPHC97KRG,2026-01-09 16:45:05.885 Z,PT,desktop,meta,david,18-34,female
01KEHSD662K54NR55VVE0005MH,2026-01-09 16:41:35.203 Z,CF,desktop,meta,deborah,45-54,female
01KEHSBE3C2XJES2E8K6PZ043W,2026-01-09 16:40:48.594 Z,KM,tablet,tiktok,abraham,35-44,female
01KEHT047C9B41TJ7XAYDK53AA,2026-01-09 16:44:08.046 Z,SY,android,google_search,abraham,18-34,male
01KEHRHJBG1C9AAC1FD0PR62N0,2026-01-09 16:43:20.946 Z,TK,ios,axon,moses,55+,female
01KEHSKHFS8N0W75FR9BREE1TE,2026-01-09 16:44:15.610 Z,CM,desktop,meta,david,45-54,male
01KEHSJ14NVB7KGJ7YPPMEKQVH,2026-01-09 16:42:58.999 Z,PN,mobile,meta,ruth,35-44,female
01KEHS4FN1CN6RX6T04XQ9QCQJ,2026-01-09 16:31:11.466 Z,MZ,ios,instagram_profile,moses,45-54,male
01KEHTGMTW05H0XARE2C1JRAZC,2026-01-09 16:55:52.390 Z,CN,ios,meta,deborah,18-34,male
01KEHTJQAS56YZXRZWW9PSYCKR,2026-01-09 16:53:30.097 Z,TV,android,organic,david,45-54,male
01KEHTH5TC3WNSQKYVCRJCRR8S,2026-01-09 16:57:52.539 Z,SA,smart tv,tiktok,ruth,18-34,female
01KEH392RDARS5VZ15A0CE9YJJ,2026-01-09 16:47:28.323 Z,GF,ios,meta,mary,45-54,female
01KEHV6QXTC7GQRHEXKXTMPH2F,2026-01-09 17:04:47.628 Z,JP,ios,meta,mary,18-34,male
01KEHVFKM63ZCXY7VQ35R38C5H,2026-01-09 17:10:27.939 Z,SS,desktop,meta,paul,18-34,male
01KEHVE3WRKA3APF4TE492XEMQ,2026-01-09 17:10:11.361 Z,ZM,smart tv,organic,ruth,35-44,female
01KEHV6WR9SW69C7NKN6GXA696,2026-01-09 17:10:09.532 Z,VU,desktop,meta,david,35-44,female
01KEFCJ1JH0XFVJW5M05NXFMCZ,2026-01-09 17:08:23.036 Z,GY,ios,google_search,ruth,45-54,female
01KEHVNH5XS9827R2KSPVJSCFY,2026-01-09 17:11:45.669 Z,LC,android,meta,deborah,35-44,female
01KEHVDJGTDN1PCZZZ64PCS505,2026-01-09 17:12:45.631 Z,MR,android,google_demgen,deborah,35-44,male
01KEHV819N4NRSGX2MSNVJCS0X,2026-01-09 17:10:22.984 Z,GQ,ios,google_display,esther,55+,male
01KEC8CYSS54V3H15XAXRJXR76,2026-01-09 17:13:10.535 Z,AW,tablet,email,moses,18-34,female
01KEHVWXZ1DXY4BXZWFV37HGVX,2026-01-09 17:14:59.686 Z,GR,desktop,customer.io,abraham,45-54,male
01KEHSJDWF1MN7ZDDEK4TTF1QP,2026-01-09 17:09:32.645 Z,ET,android,google_search,moses,35-44,female
01KEGQSG3VVZ7ZH9K5ER48GRGB,2026-01-09 17:10:48.324 Z,VN,desktop,meta,paul,45-54,female
01KEHVQGSBD844FTFBSKM5EDPF,2026-01-09 17:15:23.922 Z,MZ,ios,axon,mary,55+,female
01KEHVB93GD0V34371EQT90YRK,2026-01-09 17:14:27.667 Z,TR,ios,google_demgen,paul,45-54,female
01KEHTXM674HQ91RJWB51CFSEF,2026-01-09 17:01:06.699 Z,SV,ios,google,ruth,18-34,female
01JXH2DHNTSVC6SYZ0Q2TC0E9X,2026-01-09 17:09:13.604 Z,KE,desktop,ActiveCampaign,david,18-34,female
01KEHV9692E47MP3RA6ZG9Y3BX,2026-01-09 17:04:35.543 Z,TG,desktop,customer.io,esther,35-44,female
01KEHVVVRGY58VCGYC45DF3RK5,2026-01-09 17:15:59.788 Z,HU,desktop,google_demgen,david,18-34,female
01KEHTKCJF7B5VJ80Z8BGBGN27,2026-01-09 17:17:03.759 Z,UA,desktop,tiktok,paul,35-44,male
01KDVVMVBNGMWGTCENJ7CPTBES,2026-01-09 17:16:56.521 Z,BT,desktop,google,deborah,18-34,female
01KEHVZJQCG4K50XK0SAHYXF4V,2026-01-09 17:19:55.817 Z,CA,ios,meta,abraham,45-54,female
01KEHWFD4MRENM6FMVJ99C55A7,2026-01-09 17:22:44.942 Z,SV,ios,axon,abraham,55+,female
01KEHVT9VPGEHATRWGD5CGCVR6,2026-01-09 17:18:29.520 Z,MQ,desktop,ActiveCampaign,david,35-44,female
01KEHWH4HA07HHY61B854DB6G6,2026-01-09 17:23:26.085 Z,PW,android,tiktok,abraham,45-54,male
01KEHWGY34DCNE3AVTPEWZK58C,2026-01-09 17:27:36.654 Z,AR,ios,meta,paul,35-44,female
01KEHW1NNEZFYDMMBSPHXHFYKC,2026-01-09 17:19:53.504 Z,LB,smart tv,meta,mary,45-54,female
01KEHW58V2046CTT96WN5GC1D2,2026-01-09 17:23:58.409 Z,ID,desktop,meta,paul,35-44,female
01KEHWVWDMHT01CHAAG49MQCW3,2026-01-09 17:41:21.429 Z,LC,ios,tiktok,david,45-54,male
01KEHX15N0R8C8ZRSTC2GDJT8A,2026-01-09 17:37:01.416 Z,MU,ios,meta,moses,35-44,female
01KEHWPS31HXZESWWK57M9DJTG,2026-01-09 17:31:31.456 Z,RU,ios,google_demgen,esther,18-34,female
01KEHTZ21S2A8YC3GFBS17FKD2,2026-01-09 17:30:26.548 Z,BZ,ios,google_display,deborah,18-34,male
01KEHX4KC8Q0Q6RDCDY1SW7EB6,2026-01-09 17:42:27.463 Z,VA,desktop,organic,abraham,45-54,female
01KEHX2ER12ME17M2Y89D40GXZ,2026-01-09 17:38:02.426 Z,MP,tablet,meta,abraham,45-54,female
01KEHXAMVGS2229X3CVCNBH914,2026-01-09 17:42:25.467 Z,KR,ios,meta,moses,18-34,male
01KEHXJ8CSR9TMBZAB8HGH6RHA,2026-01-09 17:48:29.498 Z,MH,desktop,organic,david,18-34,male
01KEHXFYMNJ28CQMSCNZ8X5DXQ,2026-01-09 17:46:59.440 Z,BW,desktop,google,mary,18-34,female
01KEHVEQRBVDN9QG4G6AQF97D2,2026-01-09 17:56:34.756 Z,CV,android,meta,david,55+,male
01KEHXVPNGZAWR6Y6TC66KQHJK,2026-01-09 17:52:09.209 Z,JM,mobile,meta,david,55+,female
01KEH5EXKEWVFZRX4B4XPCRG1E,2026-01-09 17:58:04.522 Z,ML,desktop,meta,abraham,45-54,female
01KCQR6ET1NJVPAXPD53HTG9AA,2026-01-09 17:55:35.280 Z,CD,tablet,google,abraham,45-54,female
01KEHXWSSV6BJSD05KHAJT3326,2026-01-09 17:52:38.632 Z,KW,desktop,organic,esther,45-54,female
01KEHXHNS9KQPQ5X4G5J9MX8PQ,2026-01-09 17:52:06.008 Z,BT,android,meta,esther,55+,female
01KEHY9YZ1B45RZJ25F7WW1P8K,2026-01-09 17:54:11.673 Z,MR,desktop,meta,abraham,18-34,male
01KEHXZK2R1GG0KSNV1EB9DPVB,2026-01-09 17:53:19.837 Z,NF,desktop,google,moses,35-44,female
01KEHY40ZQNYV9BMV12B1Q46XA,2026-01-09 17:58:31.664 Z,PK,android,meta,david,35-44,female
01KEE4DFDHJFJ58HQ326YMWP7X,2026-01-09 17:54:34.300 Z,BI,ios,meta,paul,45-54,female
01KEHY1GRYYARH6XC1PWNXFT67,2026-01-09 17:56:12.985 Z,SS,ios,meta,david,18-34,female
01KEHY2K41V4QP30J7ZRA8J8HG,2026-01-09 17:57:02.641 Z,TL,desktop,google,david,45-54,female
01KEHYAZBW5QHVXEHBJXQMGA39,2026-01-09 18:03:26.042 Z,US,ios,meta,abraham,18-34,male
01KEHZCNTX06VR04HAKTH8BYYV,2026-01-09 18:16:49.799 Z,RS,ios,meta,moses,35-44,male
01KEHZ0X468BQX5QCA875GK0ZT,2026-01-09 18:15:42.889 Z,FJ,android,tiktok,abraham,35-44,female
01KEHYJ5B6ZQ1QPNQJ8PTDTP6K,2026-01-09 18:06:07.802 Z,CW,android,axon,abraham,35-44,female
01KEHYR28TT0T1N77B0V7EGP3J,2026-01-09 18:08:46.816 Z,MT,android,meta,moses,18-34,female
01KEFPM52BXE4MJ0F2RSB4DG5P,2026-01-09 18:11:02.067 Z,DZ,mobile,tiktok,deborah,35-44,male
01KEHZ37F3KR2TPSZEM7CJPJZ2,2026-01-09 18:12:22.402 Z,GM,ios,google,david,45-54,female
01KEHZZ04EA290K30C8EJQRBBM,2026-01-09 18:30:22.245 Z,DK,android,meta,paul,35-44,male
01KEHYSQ6AFH7V0752FRST4PBW,2026-01-09 18:17:54.536 Z,SZ,ios,axon,paul,35-44,male
01KEHZBNYS25GHDN3MVZ54HWZ8,2026-01-09 18:19:42.766 Z,CW,ios,organic,deborah,45-54,female
01KEJ02G8W8FGXYCYNKWC2MN5X,2026-01-09 18:29:55.712 Z,CH,mobile,axon,esther,45-54,female
01KDNN6YP1V5S4DG7J7ZFEEKGB,2026-01-09 18:30:20.146 Z,SR,tablet,axon,abraham,18-34,female
01KEHZJEA25GGBRHVZG143KWAV,2026-01-09 18:21:34.054 Z,ES,mobile,google,david,35-44,male
01KEHZKKZYKWVWDJJPXJ3NP194,2026-01-09 18:24:28.867 Z,BA,android,tiktok,paul,35-44,female
01KEHYVW7518RG7DRGS81C36H3,2026-01-09 18:22:29.215 Z,LR,ios,axon,paul,18-34,male
01KEHZHDT68N1EE7J8HFCT3SPE,2026-01-09 18:30:12.276 Z,MF,smart tv,google_display,esther,45-54,male
01KEHZFA5M2CXZH9D9G16PZTTH,2026-01-09 18:22:27.496 Z,PG,desktop,email,mary,35-44,male
01KEHZXWVAWMXGHXM0MWP3Q6SB,2026-01-09 18:29:05.241 Z,SG,android,tiktok,abraham,35-44,female
01KEHZWPCWV1R7XTKBJXC78B9X,2026-01-09 18:31:42.707 Z,PY,android,google,abraham,45-54,female
01KEJ0WWTQH964CAC6598KSVC9,2026-01-09 18:45:52.073 Z,SO,ios,google_search,ruth,35-44,female
01KEHZQY6HNBDVKX6MDSCY31Y6,2026-01-09 18:33:29.682 Z,ML,ios,meta,ruth,45-54,female
01KEJ18366RV6F1PSXCXMCQCFG,2026-01-09 18:45:36.189 Z,PL,mobile,google,moses,35-44,female
01KEJ0NFFZS9NJJF1JH7NDBX82,2026-01-09 18:43:35.065 Z,BI,tablet,tiktok,moses,18-34,male
01KEJ12S4XPH2329YJSHEFN0JZ,2026-01-09 18:46:01.842 Z,AO,mobile,customer.io,david,18-34,female
01KEJ0ZJGYVW92HGWHXA4090VG,2026-01-09 18:46:27.926 Z,EG,mobile,meta,esther,35-44,female
01KEJ02B4WFZCQME0N4BVY0MGH,2026-01-09 18:33:14.856 Z,HR,android,axon,mary,45-54,female
01KEFXMBJBCAQTNP95NG4Y5RKY,2026-01-09 18:44:47.657 Z,NC,desktop,meta,mary,45-54,male
01KEFTK8WB3N4Y0Y5E7WCT83E3,2026-01-09 18:40:56.505 Z,SY,ios,meta,ruth,18-34,female
01KEJ0PVZEY1Y1Y08A9HP9CQJH,2026-01-09 18:43:53.114 Z,CN,ios,tiktok,david,45-54,male
01KEFKN10X2YYNBV6399CP6MCZ,2026-01-09 18:59:17.882 Z,CY,tablet,meta,esther,45-54,male
01KEH99S34AADKX43WJ4EEBX6W,2026-01-09 18:54:04.289 Z,IO,desktop,meta,abraham,18-34,male
01KEHXT03PNVN4M9K879CYYXAY,2026-01-09 18:48:02.559 Z,ER,ios,facebook,ruth,35-44,female
01KEDSQ6VQ2MCDBC5STYJF5X5M,2026-01-09 19:00:08.711 Z,GN,mobile,axon,mary,45-54,female
01KEJ1Z0GA966E85KD3G6MBK35,2026-01-09 18:58:07.102 Z,NZ,ios,google_search,abraham,18-34,male
01KEHZSPJWKW65XG8EBBP8AJK2,2026-01-09 18:56:14.664 Z,LY,desktop,tiktok,moses,45-54,female
01KEJ14SHWCFMTQCZ99EEWJ9ZY,2026-01-09 18:49:55.546 Z,DM,tablet,google,paul,45-54,female
01KEJ1NJV8BAPWK9EZYDZJN4YS,2026-01-09 18:56:32.361 Z,VI,mobile,google_display,esther,55+,female
01KEJ12BWMS6MHHT67Y641YZHZ,2026-01-09 18:48:30.483 Z,PS,ios,meta,esther,45-54,male
01KEJ25R9BW75P8KZJW3MQF7PC,2026-01-09 19:15:25.811 Z,RE,mobile,meta,abraham,55+,female
01KEJ1MXKNXBQC4GW9DTEG9YYP,2026-01-09 19:05:05.647 Z,SX,ios,meta,esther,35-44,female
01KEJ1ZVJMQ21SQ9FJZMH0K07G,2026-01-09 19:03:59.964 Z,AL,mobile,meta,esther,18-34,female
01KEJ2J20NEGJJHH751GXYVXGD,2026-01-09 19:13:57.084 Z,PG,android,axon,david,35-44,female
01KEJ22R8K26Y3F6BJBJZCYDEN,2026-01-09 19:12:34.986 Z,BD,ios,google_demgen,abraham,45-54,male
01KEJ28C0AT66XM5NTFAGT0S2C,2026-01-09 19:05:06.837 Z,IL,ios,google_display,mary,18-34,female
01KEJ1SSHS2J2SECE7EWCW3VH6,2026-01-09 19:02:17.787 Z,AW,desktop,axon,esther,55+,female
01KEJ1W4WQ5F7KY483E1NS4JNK,2026-01-09 19:02:54.435 Z,FJ,mobile,meta,deborah,35-44,female
01KEJ26CWTGB1X510GNJQTSYYX,2026-01-09 19:09:25.999 Z,AU,android,axon,moses,45-54,female
01KEJ271P69951BZPJKRPRFYBM,2026-01-09 19:12:09.516 Z,GY,ios,meta,mary,45-54,female
01KEJ2P9JMR9BD225MYY77K2DJ,2026-01-09 19:10:50.572 Z,PA,ios,facebook,david,35-44,male
01KEJ320V84548Y65ZS459FGB9,2026-01-09 19:24:06.152 Z,RE,mobile,facebook,david,35-44,female
01KEJ3BBRQZFBH2X0XFQFAQD4G,2026-01-09 19:28:35.091 Z,HK,ios,facebook,moses,55+,male
01KEJ2Z5DT2CSWQZX4ZZVCBRYM,2026-01-09 19:30:14.512 Z,VU,ios,instagram_profile,esther,18-34,female
01KEJ393HW14BR0MXWD53SKRRP,2026-01-09 19:27:19.589 Z,CY,desktop,axon,esther,18-34,male
01KEJ3ACVZ4VDZ3RZ6RWPY91PB,2026-01-09 19:25:40.436 Z,CN,mobile,facebook,ruth,55+,male
01KEJ2ZV4B8ZPDDQAT3849EDJQ,2026-01-09 19:29:45.470 Z,PE,android,meta,paul,45-54,female
01KEJ1JFAWRZPBF8E82Q5HFFA6,2026-01-09 19:21:52.567 Z,QA,desktop,meta,paul,55+,female
01KEJ2ZFV243XAG4B9524WKJW6,2026-01-09 19:23:55.111 Z,DJ,desktop,meta,esther,35-44,female
01KEJ41EWHFA4QVTYGFXMK8EJ4,2026-01-09 19:42:16.571 Z,RE,ios,facebook,paul,35-44,female
01KEJ49JXQEYN3YQXYSFC662FM,2026-01-09 19:38:50.827 Z,TR,ios,instagram_profile,ruth,45-54,female
01KEJ3GVCM1RT2CN11FHFCYKGN,2026-01-09 19:33:09.575 Z,RU,desktop,tiktok,deborah,18-34,male
01KEJ3PFFF5AD41FWPSMZ4EV3Q,2026-01-09 19:35:42.944 Z,MQ,android,google_display,david,35-44,female
01KEJ4AXGS08PWDQF5HSH744GM,2026-01-09 19:44:19.312 Z,WF,tablet,facebook,moses,45-54,female
01KEJ499735PPTY97NKWCEGHNW,2026-01-09 19:39:01.449 Z,BW,android,meta,ruth,45-54,male
01KEJ3WRQQE2G584V8AHZ135HD,2026-01-09 19:36:42.555 Z,BM,desktop,organic,paul,55+,female
01KEJ40MTBQMFWG05Y356BJZY3,2026-01-09 19:39:43.262 Z,LI,ios,meta,abraham,35-44,female
01KEJ3ZZDF5GV3WV4YP5SFKN20,2026-01-09 19:46:16.877 Z,RS,mobile,meta,moses,45-54,male
01KEJ4GVC57ZBRV32V3HDQNWY4,2026-01-09 19:52:14.052 Z,SE,android,facebook,abraham,35-44,female
01KEJ4V84PA656115TTH3697SB,2026-01-09 19:56:37.224 Z,AS,ios,meta,ruth,55+,female
01KEJ57HEM01E1N71QP57MPE28,2026-01-09 20:00:40.854 Z,CI,desktop,meta,abraham,45-54,male
01KEJ3XNR9GBTEJVHTG43A8NRJ,2026-01-09 19:45:33.416 Z,ET,desktop,axon,abraham,18-34,female
01KEJ11BEA4TX4WNT8RMRPXZS4,2026-01-09 19:55:03.421 Z,SG,android,meta,david,55+,female
01KEJ4BT7WS6G7Y2VWKZQXEYNG,2026-01-09 19:45:34.305 Z,MA,desktop,meta,paul,18-34,female
01KEJ4MC5GXBXJFZ3EEVTK7RTV,2026-01-09 19:48:05.826 Z,RE,ios,meta,paul,18-34,male
01KEJ4KWKZ4BZCHNK0WJMVBB3D,2026-01-09 19:56:54.495 Z,MR,mobile,google_demgen,abraham,18-34,male
